record_type	key	value	sha256	detail
runner-command	C0212	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.oklab, angle: 37deg)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	3ff1a2b69f9bf055a0f462e7c0a29923ceac4f891205b5f27708034fa65a3bd4	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0213	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.oklab, angle: 37deg)).sharp(3); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (33.333333333333329%,33.333365122477211%,66.666666666666657%,66.666698455810547%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	3dca48e6782347d81fc97bfd7abaf28ce05fdf92c63f05a631bd12cc4639ffa2	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0214	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S14-linear-oklab.png /tmp/p1268/oracle_v3/masks/S14-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0215	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S14-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0216	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.oklab, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	f26513ff35ecc1b07a48bc79e3f8c5b3d91c262107fac2a06d16dd4ad754fcae	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0217	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.oklab, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).sharp(3); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (33.333333333333329%,33.333365122477211%,66.666666666666657%,66.666698455810547%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	3dca48e6782347d81fc97bfd7abaf28ce05fdf92c63f05a631bd12cc4639ffa2	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0218	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S14-radial-oklab.png /tmp/p1268/oracle_v3/masks/S14-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0219	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S14-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0220	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.linear-rgb, angle: 37deg)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	18cb70d08668e66fe040b75c53b8622d7a65c783eeeb3db0c11313c40b7de31a	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0221	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.linear-rgb, angle: 37deg)).sharp(3); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (33.333333333333329%,33.333365122477211%,66.666666666666657%,66.666698455810547%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	db4d9d49cd95992f2b5e54487d3f8d85a9f1517b790f5de92f795e916b0e617d	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0222	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S14-linear-linear-rgb.png /tmp/p1268/oracle_v3/masks/S14-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0223	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S14-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0224	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	0ad00437d657491bcc2b9c095662bb5cf123ca4d8f59912a026c60ff78e089d3	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0225	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).sharp(3); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (33.333333333333329%,33.333365122477211%,66.666666666666657%,66.666698455810547%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	db4d9d49cd95992f2b5e54487d3f8d85a9f1517b790f5de92f795e916b0e617d	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0226	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S14-radial-linear-rgb.png /tmp/p1268/oracle_v3/masks/S14-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0227	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S15-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0228	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.oklab, angle: -90deg)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	79f26fabf38ea4ec59c937ae0914e864e9f9b055b2b1fafa1c558ccd5dfdde09	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0229	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.oklab, angle: -90deg)).sharp(8); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (12.5%,12.500011920928955%,25%,25.000011920928955%,37.5%,37.500011920928955%,50%,50.000011920928955%,62.5%,62.500011920928955%,75%,75.000011920928955%,87.5%,87.500011920928955%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	e9d867fc292e0e8a9bd0355a2f3cd69e572818573f4dc9d06849cf373bbae078	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0230	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S15-linear-oklab.png /tmp/p1268/oracle_v3/masks/S15-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0231	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S15-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0232	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.oklab, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	1fb5edff09dfaf01d81c833ae37335e23521e6acdff7380f3a4646c841d09590	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0233	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.oklab, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%)).sharp(8); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (12.5%,12.500011920928955%,25%,25.000011920928955%,37.5%,37.500011920928955%,50%,50.000011920928955%,62.5%,62.500011920928955%,75%,75.000011920928955%,87.5%,87.500011920928955%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	e9d867fc292e0e8a9bd0355a2f3cd69e572818573f4dc9d06849cf373bbae078	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0234	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S15-radial-oklab.png /tmp/p1268/oracle_v3/masks/S15-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0235	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S15-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0236	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.linear-rgb, angle: -90deg)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	322bf25cd450b301171f6f07c4605465dc7cbb3112c027be1bfc73e096d948e3	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0237	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.linear-rgb, angle: -90deg)).sharp(8); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (12.5%,12.500011920928955%,25%,25.000011920928955%,37.5%,37.500011920928955%,50%,50.000011920928955%,62.5%,62.500011920928955%,75%,75.000011920928955%,87.5%,87.500011920928955%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	5d5436add776bce9b7b874dc3d4e6554d78b5a18883edc6ff23e60d3f95f3f2f	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0238	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S15-linear-linear-rgb.png /tmp/p1268/oracle_v3/masks/S15-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0239	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S15-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0240	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	a3bce76c47a953b83159cad5a80aa850dcf6537d11d2a597408b6b2e33069c26	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0241	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%)).sharp(8); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (12.5%,12.500011920928955%,25%,25.000011920928955%,37.5%,37.500011920928955%,50%,50.000011920928955%,62.5%,62.500011920928955%,75%,75.000011920928955%,87.5%,87.500011920928955%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	5d5436add776bce9b7b874dc3d4e6554d78b5a18883edc6ff23e60d3f95f3f2f	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0242	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S15-radial-linear-rgb.png /tmp/p1268/oracle_v3/masks/S15-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
